"pid","x","modalities","modalities2"
"35830171","[""Text"", ""Image""], [""Text"", ""Image""]","[""Text"", ""Image""]","[""Text"", ""Image""]"
"35832872","[""Intracranial EEG""], [""timeseries""]","[""Intracranial EEG""]","[""timeseries""]"
"35839639",NULL,NULL,"[""text""]"
"35840566","[""medical images"", ""computervision""], []","[""medical images"", ""computervision""]","[]"
"35841241","[""Demographics"", ""Cognitive tests"", ""Imaging"", ""APOE Genotype""], [""demographics"", ""cognitive tests"", ""APOE genotype"", ""brain imaging data""]","[""Demographics"", ""Cognitive tests"", ""Imaging"", ""APOE Genotype""]","[""demographics"", ""cognitive tests"", ""APOE genotype"", ""brain imaging data""]"
"35842343","[""Text"", ""Other""], [""Text""]","[""Text"", ""Other""]","[""Text""]"
"35846158","[""Amyloid"", ""Fluorodeoxyglucose""], [""positron emission tomography"", ""fluorodeoxyglucose""]","[""Amyloid"", ""Fluorodeoxyglucose""]","[""positron emission tomography"", ""fluorodeoxyglucose""]"
"35854145","[""Text"", ""Image"", ""Video""], [""Medical"", ""Surgical""]","[""Text"", ""Image"", ""Video""]","[""Medical"", ""Surgical""]"
"35857830","[""Microfluidic channels"", ""Ex vivo tissues"", ""In vivo porcine kidneys""], [""Microfluidic Channels"", ""Ex Vivo Tissues"", ""In Vivo Porcine Kidneys""]","[""Microfluidic channels"", ""Ex vivo tissues"", ""In vivo porcine kidneys""]","[""Microfluidic Channels"", ""Ex Vivo Tissues"", ""In Vivo Porcine Kidneys""]"
"35859243","[""Medical images""], [""Medical Images""]","[""Medical images""]","[""Medical Images""]"
"35861853","[""Accelerometer""], [""Accelerometer"", ""Clinical assessment metrics""]","[""Accelerometer""]","[""Accelerometer"", ""Clinical assessment metrics""]"
"35862772","[""Proteomics""], [""Proteins""]","[""Proteomics""]","[""Proteins""]"
"35866396","[""Ultrasound Imaging""], [""Ultrasound videos"", ""Processed images""]","[""Ultrasound Imaging""]","[""Ultrasound videos"", ""Processed images""]"
"35867160","[""Kidney ultrasounds"", ""Clinical data""], [""Ultrasound"", ""MRI""]","[""Kidney ultrasounds"", ""Clinical data""]","[""Ultrasound"", ""MRI""]"
"35868354",NULL,NULL,"[""Imaging""]"
"35869686",NULL,NULL,NULL
"35872359","[""Cardiac MRI""], [""Short-axis Cardiac MRI""]","[""Cardiac MRI""]","[""Short-axis Cardiac MRI""]"
"35875052",NULL,NULL,"[""Genomics"", ""Computational""]"
"35875930","[""Neuroimaging""], [""Structural Magnetic Resonance Imaging""]","[""Neuroimaging""]","[""Structural Magnetic Resonance Imaging""]"
"35878565","[""Nonbrain"", ""Structural MRI"", ""Functional connectivity""], [""non-brain data"", ""structural MRI"", ""functional connectivity""]","[""Nonbrain"", ""Structural MRI"", ""Functional connectivity""]","[""non-brain data"", ""structural MRI"", ""functional connectivity""]"
"35879674","[""Whole-genome De novo somatic point mutations""], [""genomic data""]","[""Whole-genome De novo somatic point mutations""]","[""genomic data""]"
"35879995","[""RNA sequencing""], [{""Modality"": ""Text""}, {""Modality"": ""Image""}]","[""RNA sequencing""]","[{""Modality"": ""Text""}, {""Modality"": ""Image""}]"
"35881210","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"35927264",NULL,"[""peripheral blood""]",NULL
"35885463","[""Medical images"", ""Patient symptoms""], [""Medical Images"", ""Patient Symptoms""]","[""Medical images"", ""Patient symptoms""]","[""Medical Images"", ""Patient Symptoms""]"
"35887329","[""Proteomic Biomarkers""], [""text"", ""image""]","[""Proteomic Biomarkers""]","[""text"", ""image""]"
"35887611","[""Personal information"", ""Medical history"", ""Genetic variants""], [""text""]","[""Personal information"", ""Medical history"", ""Genetic variants""]","[""text""]"
"35891016","[""Medical Imaging""], [""Image"", ""Robotics""]","[""Medical Imaging""]","[""Image"", ""Robotics""]"
"35929952","[""Laboratory data"", ""Demographic data""], [""text"", ""machine learning""]","[""Laboratory data"", ""Demographic data""]","[""text"", ""machine learning""]"
"35891394","[""Viral load measurements"", ""Number of cases""], [""Ct"", ""Number of cases""]","[""Viral load measurements"", ""Number of cases""]","[""Ct"", ""Number of cases""]"
"35892186","[""ICD codes""], [{""Text"": true}]","[""ICD codes""]","[{""Text"": true}]"
"35892499",NULL,NULL,"[""Imaging"", null]"
"35894842",NULL,NULL,"[""ECG"", ""Imaging""]"
"35898852",NULL,NULL,"[""Mult-way Sensitivity Analysis""]"
"35904529","[""identification of adverse drug events"", ""adverse drug reactions"", ""processing safety reports"", ""extraction of drug-drug interactions"", ""identification of populations at high risk for drug toxicity or guidance for personalized care"", ""prediction of side effects"", ""simulation of clinical trials""], [""Identification of populations at high risk for drug toxicity or guidance for personalized care"", ""Prediction of side effects"", ""Simulation of clinical trials""]","[""identification of adverse drug events"", ""adverse drug reactions"", ""processing safety reports"", ""extraction of drug-drug interactions"", ""identification of populations at high risk for drug toxicity or guidance for personalized care"", ""prediction of side effects"", ""simulation of clinical trials""]","[""Identification of populations at high risk for drug toxicity or guidance for personalized care"", ""Prediction of side effects"", ""Simulation of clinical trials""]"
"35904877",NULL,NULL,"[""Text""]"
"35905414",NULL,"[""Hospitalization data""]",NULL
"35906315","[""Cardiorespiratory signals""], [""cardiorespiratory signals""]","[""Cardiorespiratory signals""]","[""cardiorespiratory signals""]"
"35908273","[""Raman spectroscopy""], [""Spectroscopy""]","[""Raman spectroscopy""]","[""Spectroscopy""]"
"35908308","[""fMRI""], [""fMRI""]","[""fMRI""]","[""fMRI""]"
"35912214","[""MRI""], [""Gadolinium-enhanced T1-weighted MRIs""]","[""MRI""]","[""Gadolinium-enhanced T1-weighted MRIs""]"
"35919375","[""in person"", ""computer vision""], [""behavioral involvement""]","[""in person"", ""computer vision""]","[""behavioral involvement""]"
"35920839","[""Continuous glucose monitoring"", ""Short-acting insulin doses"", ""Tracking long-acting insulin doses""], [""Continuous glucose monitoring"", ""Short-acting insulin doses"", ""Long-acting insulin doses""]","[""Continuous glucose monitoring"", ""Short-acting insulin doses"", ""Tracking long-acting insulin doses""]","[""Continuous glucose monitoring"", ""Short-acting insulin doses"", ""Long-acting insulin doses""]"
"35925430","[""Nociception Level Index values""], [""Nociception score"", ""Fentanyl consumption""]","[""Nociception Level Index values""]","[""Nociception score"", ""Fentanyl consumption""]"
"35931319","[""Proteomics"", ""Metabolites""], [""Protein"", ""Metabolite""]","[""Proteomics"", ""Metabolites""]","[""Protein"", ""Metabolite""]"
"35938254","[""social media conversations""], [""Text""]","[""social media conversations""]","[""Text""]"
"35941333","[""Ultrasound""], [""Ultrasound"", ""Palpation""]","[""Ultrasound""]","[""Ultrasound"", ""Palpation""]"
"35943774","[""Administrative Data""], [""Administrative Data"", ""Machine Learning""]","[""Administrative Data""]","[""Administrative Data"", ""Machine Learning""]"
"35944500",NULL,NULL,"[""Histopathology"", ""Molecular data""]"
"35945505","[""dermoscopy images""], [""image""]","[""dermoscopy images""]","[""image""]"
"35946086","[""Optical coherence tomography""], {""Images"": null, ""OCT features"": true}","[""Optical coherence tomography""]","{""Images"": null, ""OCT features"": true}"
"35950762","[""MS1""], {""Modalities List"": [{""Modality"": ""MS1"", ""Description"": null}, {""Modality"": ""MS/MS"", ""Description"": null}]}","[""MS1""]","{""Modalities List"": [{""Modality"": ""MS1"", ""Description"": null}, {""Modality"": ""MS/MS"", ""Description"": null}]}"
"35951085","[""Endorectal ultrasound""], [""endorectal ultrasound""]","[""Endorectal ultrasound""]","[""endorectal ultrasound""]"
"35951588","[""Questionnaire"", ""Physical Activity Behaviours"", ""Dietary Behaviours""], [""Survey"", ""Physical activity"", ""Diet"", ""Sleep""]","[""Questionnaire"", ""Physical Activity Behaviours"", ""Dietary Behaviours""]","[""Survey"", ""Physical activity"", ""Diet"", ""Sleep""]"
"35953082",NULL,NULL,NULL
"35956358","[""Stool DNA""], [""metagenomic"", ""clinical""]","[""Stool DNA""]","[""metagenomic"", ""clinical""]"
"35962372","[""CES-D-10""], None","[""CES-D-10""]","None"
"35963613","[""Video""], [""lumbar flexion-extension movements"", ""elbow flexion-extension movements""]","[""Video""]","[""lumbar flexion-extension movements"", ""elbow flexion-extension movements""]"
"35965158","[""Computed Tomography""], [""Texture-Based CT Lung Radiomic Features""]","[""Computed Tomography""]","[""Texture-Based CT Lung Radiomic Features""]"
"35967110","[""Laboratory features"", ""Urinalysis""], [{""Modality"": ""Laboratory data""}, {""Modality"": ""Demographics""}]","[""Laboratory features"", ""Urinalysis""]","[{""Modality"": ""Laboratory data""}, {""Modality"": ""Demographics""}]"
"35968931","[""3D sensors"", ""SERS""], [""Liquid Biopsy"", ""Nanoengineering""]","[""3D sensors"", ""SERS""]","[""Liquid Biopsy"", ""Nanoengineering""]"
"35970914","[""Facial phenotyping"", ""Medical records""], [""photos"", ""videos""]","[""Facial phenotyping"", ""Medical records""]","[""photos"", ""videos""]"
"35973231","[], [""microdroplets"", ""cross-flow tilt angles""]","[]","[""microdroplets"", ""cross-flow tilt angles""]"
"35978040","[""Optical Coherence Tomography""], [""Optical coherence tomography""]","[""Optical Coherence Tomography""]","[""Optical coherence tomography""]"
"35980437","[""intraoral periapical radiographs"", ""CBCT""], [""Image""]","[""intraoral periapical radiographs"", ""CBCT""]","[""Image""]"
"35981788","[""ECG""], [""ECG"", ""12-lead Holters""]","[""ECG""]","[""ECG"", ""12-lead Holters""]"
"35983595","[""Transcriptome""], [""transcriptome analysis"", ""machine learning""]","[""Transcriptome""]","[""transcriptome analysis"", ""machine learning""]"
"35985186","[""B-mode"", ""M-mode""], [""M-mode images"", ""B-mode videos""]","[""B-mode"", ""M-mode""]","[""M-mode images"", ""B-mode videos""]"
"35990013",NULL,NULL,"[]"
"35990802","[""text""], [""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text""]","[""text""]","[""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text""]"
"35995896","[""Magnetic Resonance Imaging (MRI)""], [""Magnetic Resonance Imaging (MRI)""]","[""Magnetic Resonance Imaging (MRI)""]","[""Magnetic Resonance Imaging (MRI)""]"
"35998014","[""Acceleration"", ""Gyroscope"", ""Magnetometer""], [""accelerometer"", ""gyroscope"", ""magnetometer""]","[""Acceleration"", ""Gyroscope"", ""Magnetometer""]","[""accelerometer"", ""gyroscope"", ""magnetometer""]"
"35999259","[""RNA expression""], [""miRNA""]","[""RNA expression""]","[""miRNA""]"
"36000351","[""Imaging""], [""Image data"", ""Radiomics features""]","[""Imaging""]","[""Image data"", ""Radiomics features""]"
"36002969","[""EEG""], [""EEG""]","[""EEG""]","[""EEG""]"
"36004538","[""Clinical"", ""Neuroimaging"", ""Molecular""], [""clinical"", ""neuroimaging"", ""molecular""]","[""Clinical"", ""Neuroimaging"", ""Molecular""]","[""clinical"", ""neuroimaging"", ""molecular""]"
"36005187","[""Radiologic"", ""Clinical"", ""Pathologic"", ""Sociodemographic""], [""Clinical"", ""Radiologic"", ""Pathologic""]","[""Radiologic"", ""Clinical"", ""Pathologic"", ""Sociodemographic""]","[""Clinical"", ""Radiologic"", ""Pathologic""]"
"36005841","[""Text""], [""Embase"", ""MEDLINE""]","[""Text""]","[""Embase"", ""MEDLINE""]"
"36007520","[""ECG"", ""Clinical data""], [""ECG""]","[""ECG"", ""Clinical data""]","[""ECG""]"
"36010953","[""Intraocular"", ""Neurosurgery""], [""Ophthalmology""]","[""Intraocular"", ""Neurosurgery""]","[""Ophthalmology""]"
"36046472","[""Structural Magnetic Resonance Imaging (MRI)""], [""MRI"", ""Magnetic Resonance Imaging""]","[""Structural Magnetic Resonance Imaging (MRI)""]","[""MRI"", ""Magnetic Resonance Imaging""]"
"36016703",NULL,"[]",NULL
"36029344","[""Computed Tomography"", ""Magnetic Resonance Imaging""], [""text""]","[""Computed Tomography"", ""Magnetic Resonance Imaging""]","[""text""]"
"36029877",NULL,NULL,NULL
"36030226","[""Phone-based"", ""Self-assessment""], [""behavioral data"", ""self-assessment""]","[""Phone-based"", ""Self-assessment""]","[""behavioral data"", ""self-assessment""]"
"36040842","[""blood"", ""tumor""], [""Blood"", ""T cells""]","[""blood"", ""tumor""]","[""Blood"", ""T cells""]"
"36041077","[""pressure"", ""temperature"", ""moisture""], {""Humidity"": true, ""Temperature"": true, ""Surface_pressure"": true}","[""pressure"", ""temperature"", ""moisture""]","{""Humidity"": true, ""Temperature"": true, ""Surface_pressure"": true}"
"36043477","[""Computed Tomography"", ""Echocardiogram""], [""CT pulmonary angiography"", ""Echocardiogram""]","[""Computed Tomography"", ""Echocardiogram""]","[""CT pulmonary angiography"", ""Echocardiogram""]"
"36045491","[""Raman spectroscopy"", ""Ultrasound""], [""Raman Spectroscopy"", null]","[""Raman spectroscopy"", ""Ultrasound""]","[""Raman Spectroscopy"", null]"
"36046104","[""Brain MRI"", ""Sex classification""], [""MRI"", ""T1-weighted""]","[""Brain MRI"", ""Sex classification""]","[""MRI"", ""T1-weighted""]"
"36050434","[""CT""], [""Computed Tomography""]","[""CT""]","[""Computed Tomography""]"
"36051317",NULL,NULL,NULL
"36052317","[""Imaging""], [""images"", ""text""]","[""Imaging""]","[""images"", ""text""]"
"36055201","[""Genomics""], [""genomics"", ""single-nucleotide variant""]","[""Genomics""]","[""genomics"", ""single-nucleotide variant""]"
"36055837","[""Milk Mid-infrared Reflectance Spectroscopy""], [""Spectroscopy""]","[""Milk Mid-infrared Reflectance Spectroscopy""]","[""Spectroscopy""]"
"36057424","[""Genomics""], [""expression"", ""methylation""]","[""Genomics""]","[""expression"", ""methylation""]"
"36057825","[""FDG-PET"", ""Metabolic brain features""], [""FDG-PET""]","[""FDG-PET"", ""Metabolic brain features""]","[""FDG-PET""]"
"36064040","[""CT"", ""Imaging""], [""Imaging""]","[""CT"", ""Imaging""]","[""Imaging""]"
"36068275","[""Raman spectroscopy"", ""Biopsy""], [""spectrum"", ""biopsy""]","[""Raman spectroscopy"", ""Biopsy""]","[""spectrum"", ""biopsy""]"
"36069963","[""Clinical"", ""Biochemical""], [""Medical Records"", ""Electronic Medical Records""]","[""Clinical"", ""Biochemical""]","[""Medical Records"", ""Electronic Medical Records""]"
"36071172",NULL,NULL,"[""image"", ""text""]"
"36072822","[""Laboratory results"", ""Demographics"", ""Clinical characteristics""], [""Electronic health records"", ""Laboratory results""]","[""Laboratory results"", ""Demographics"", ""Clinical characteristics""]","[""Electronic health records"", ""Laboratory results""]"
"36075963",NULL,NULL,"[""mouse"", ""human""]"
"36081373",NULL,NULL,NULL
"36083416","[""Visual""], [""Visual Object Recognition""]","[""Visual""]","[""Visual Object Recognition""]"
"36085203",NULL,"[""Text""]",NULL
"36085571","[""Raman Spectroscopy"", ""Multiparametric Magnetic Resonance Images""], [""Raman spectroscopy"", ""Multiparametric magnetic resonance images""]","[""Raman Spectroscopy"", ""Multiparametric Magnetic Resonance Images""]","[""Raman spectroscopy"", ""Multiparametric magnetic resonance images""]"
"36089183","[""Neuroimaging""], [""Multimodal imaging data""]","[""Neuroimaging""]","[""Multimodal imaging data""]"
"36089590","[""Genetic data""], [""Genomic data"", ""Mitochondrial DNA haplogroups""]","[""Genetic data""]","[""Genomic data"", ""Mitochondrial DNA haplogroups""]"
"36093771","[""Lumbosacral joint efforts"", ""gait""], [""gait disorder""]","[""Lumbosacral joint efforts"", ""gait""]","[""gait disorder""]"
"36093921",NULL,NULL,"[""Image"", ""Text""]"
"36095953","[""mp-MRI"", ""Histology""], [""mp-MRI""]","[""mp-MRI"", ""Histology""]","[""mp-MRI""]"
"36103642","[""Computed Tomography""], [""CT scans""]","[""Computed Tomography""]","[""CT scans""]"
"36103772","[""4D CT perfusion imaging"", ""Perfusion parameter maps""], [""4D CT perfusion imaging""]","[""4D CT perfusion imaging"", ""Perfusion parameter maps""]","[""4D CT perfusion imaging""]"
"36104292",NULL,NULL,"[""text"", ""image""]"
"36104471","[""Physiology"", ""Neurology"", ""Neuroscience""], [{""Modality"": ""Physiology""}, {""Modality"": ""Neurology""}]","[""Physiology"", ""Neurology"", ""Neuroscience""]","[{""Modality"": ""Physiology""}, {""Modality"": ""Neurology""}]"
