"pid","title"
"35366258","Critically Ill COVID-19 Patients Exhibit Anti-SARS-CoV-2 Serological Responses."
"35367562","An observational assessment of aortic deformation during infrarenal and complex endovascular aortic aneurysm repair."
"35369856","Detecting subject-specific fatigue-related changes in lifting kinematics using a machine learning approach."
"35372193","Socio-Demographic Factors Associated With COVID-19 Vaccine Hesitancy Among Middle-Aged Adults During the Quebec's Vaccination Campaign."
"35372638","A Proposed Multi-Criteria Optimization Approach to Enhance Clinical Outcomes Evaluation for Diabetes Care: A Commentary."
"35439663","Think positive: An interpretable neural network for image recognition."
"35442533","Assessment of tissue toxicity risk in breast radiotherapy using Bayesian networks."
"35443626","Computationally repurposing drugs for breast cancer subtypes using a network-based approach."
"35443717","One Cell At a Time (OCAT): a unified framework to integrate and analyze single-cell RNA-seq data."
"35445698","Tightly integrated multiomics-based deep tensor survival model for time-to-event prediction."
"35377036","Can uncertainty estimation predict segmentation performance in ultrasound bone imaging?"
"35377253","Developing a pneumonia diagnosis ontology from multiple knowledge sources."
"35377806","Cellular and transcriptional diversity over the course of human lactation."
"35379856","Tracking and predicting COVID-19 radiological trajectory on chest X-rays using deep learning."
"35381453","Handling missing values in machine learning to predict patient-specific risk of adverse cardiac events: Insights from REFINE SPECT registry."
"35385045","Predicting Visual Improvement After Macular Hole Surgery: A Combined Model Using Deep Learning and Clinical Features."
"35387650","Developing a random forest algorithm to identify patent foramen ovale and atrial septal defects in Ontario administrative databases."
"35388080","Assessment of the predictive potential of cognitive scores from retinal images and retinal fundus metadata via deep learning using the CLSA database."
"35389187","A comparison of methods to address item non-response when testing for differential item functioning in multidimensional patient-reported outcome measures."
"35391768","Quantification of the Thoracic Aorta and Detection of Aneurysm at CT: Development and Validation of a Fully Automatic Methodology."
"35391789","Evidence of discontinuity between psychosis-risk and non-clinical samples in the neuroanatomical correlates of social function."
"37856414","Machine learning models for predicting seizure outcome after MR-guided laser interstitial thermal therapy in children."
"35394862","Evaluation of individual and ensemble probabilistic forecasts of COVID-19 mortality in the United States."
"35396530","Rapid, automated nerve histomorphometry through open-source artificial intelligence."
"35404833","Machine Learning Decision Support for Detecting Lipohypertrophy With Bedside Ultrasound: Proof-of-Concept Study."
"35405523","Cardiovascular signatures of COVID-19 predict mortality and identify barrier stabilizing therapies."
"35406569","Formulation and Characterization of Poly (Ethylene Glycol)-Coated Core-Shell Methionine Magnetic Nanoparticles as a Carrier for Naproxen Delivery: Growth Inhibition of Cancer Cells."
"35408081","Structural Anomalies Detection from Electrocardiogram (ECG) with Spectrogram and Handcrafted Features."
"35410226","Assessment of right ventricular size and function from cardiovascular magnetic resonance images using artificial intelligence."
"35415406","Machine Learning and Mobile Health Monitoring Platforms: A Case Study on Research and Implementation Challenges."
"35415417","A Data Mining Framework for Glaucoma Decision Support Based on Optic Nerve Image Analysis Using Machine Learning Methods."
"35415436","Predicting Glycaemia in Type 1 Diabetes Patients: Experiments in Feature Engineering and Data Imputation."
"35415448","Comparative Analysis of Gait Speed Estimation Using Wideband and Narrowband Radars, Thermal Camera, and Motion Tracking Suit Technologies."
"35415612","Predicting Time to Death After Withdrawal of Life-Sustaining Measures Using Vital Sign Variability: Derivation and Validation."
"35418698","Deep learning of chest X-rays can predict mechanical ventilation outcome in ICU-admitted COVID-19 patients."
"35418839","Altered Brain Criticality in Schizophrenia: New Insights From Magnetoencephalography."
"35419507","A Pilot Study to Detect Agitation in People Living with Dementia Using Multi-Modal Sensors."
"35419699","External validation of the CRAX2MACE model."
"35422402","Approaching automated applicator digitization from a new angle: Using sagittal images to improve deep learning accuracy and robustness in high-dose-rate prostate brachytherapy."
"35426912","Benchmarking missing-values approaches for predictive models on health databases."
"35431026","Prediction of Mortality in Coronary Artery Disease: Role of Machine Learning and Maximal Exercise Capacity."
"35434609","Prediction, Knowledge, and Explainability: Examining the Use of General Value Functions in Machine Knowledge."
"35434676","Establishing an interdisciplinary research team for cardio-oncology artificial intelligence informatics precision and health equity."
"35447735","Comparison of Unsupervised Machine Learning Approaches for Cluster Analysis to Define Subgroups of Heart Failure with Preserved Ejection Fraction with Different Outcomes."
"35448224","Machine Learning for Early Parkinson's Disease Identification within SWEDD Group Using Clinical and DaTSCAN SPECT Imaging Features."
"35449371","Machine Learning Prediction of Clinical Trial Operational Efficiency."
"35454066","Glioma Tumors' Classification Using Deep-Neural-Network-Based Features with SVM Classifier."
"35459150","Identifying patient-specific behaviors to understand illness trajectories and predict relapses in bipolar disorder using passive sensing and deep anomaly detection: protocol for a contactless cohort study."
"35459793","Machine learning and health need better values."
"35462216","Reasoning discriminative dictionary-embedded network for fully automatic vertebrae tumor diagnosis."
"35463119","A Distinct Metabolite Signature in Military Personnel Exposed to Repetitive Low-Level Blasts."
"35466939","Machine Learning Based Multimodal Neuroimaging Genomics Dementia Score for Predicting Future Conversion to Alzheimer's Disease."
"35467517","Equity-Mobilizing Partnerships in Community (EMPaCT): Co-Designing Patient Engagement to Promote Health Equity."
"37858907","Neuroimaging-based classification of PTSD using data-driven computational approaches: A multisite big data study from the ENIGMA-PGC PTSD consortium."
"37859278","Development and model form assessment of an automatic subject-specific vertebra reconstruction method."
"37861272","An unsupervised learning approach to identify immunoglobulin utilization patterns using electronic health records."
"37864248","Prescription pattern analysis of Type 2 Diabetes Mellitus: a cross-sectional study in Isfahan, Iran."
"35482216","Feature Generalization for Breast Cancer Detection in Histopathological Images."
