"pid","countries","x","modalities","modalities2"
"34823246","[""Canada"", ""Germany"", ""Israel"", ""Netherlands"", ""Turkey""]","[""Clinical""], [""Medical Images"", ""ECG""]","[""Clinical""]","[""Medical Images"", ""ECG""]"
"34829370","[""Canada""]","[""PET""], [""Positron Emission Tomography (PET) scans""]","[""PET""]","[""Positron Emission Tomography (PET) scans""]"
"34829396","[""Canada""]","[""Lung Ultrasound""], [""Ultrasound""]","[""Lung Ultrasound""]","[""Ultrasound""]"
"34829456","[""Canada"", ""Cyprus"", ""India"", ""United States""]","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"34829787","[""Australia"", ""Canada"", ""Spain"", ""Taiwan""]","[""Clinical""], [""Clinical"", ""Psychiatric""]","[""Clinical""]","[""Clinical"", ""Psychiatric""]"
"34837331","[""Canada""]","[""Raman spectroscopy""], [""Spectral bands""]","[""Raman spectroscopy""]","[""Spectral bands""]"
"34837951","[""Canada"", ""United States""]",NULL,NULL,"[""Classification"", ""Regression""]"
"34838066","[""Canada""]","[""Plantar pressure""], [""Plantar pressure data""]","[""Plantar pressure""]","[""Plantar pressure data""]"
"34839147","[""Canada""]","[""T1-weighted magnetic resonance images""], [""MRI"", ""T1-weighted""]","[""T1-weighted magnetic resonance images""]","[""MRI"", ""T1-weighted""]"
"34850171","[""Canada"", ""Germany"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Diagnostic Imaging""], [""MRI"", ""CT""]","[""Diagnostic Imaging""]","[""MRI"", ""CT""]"
"34851292","[""Canada"", ""United States""]","[""Neuroscience""], {}","[""Neuroscience""]","{}"
"34854943","[""Canada"", ""United States""]","[""Optical Coherence Tomography"", ""Coronary Angiography""], [""optical coherence tomography (OCT)"", ""coronary angiography""]","[""Optical Coherence Tomography"", ""Coronary Angiography""]","[""optical coherence tomography (OCT)"", ""coronary angiography""]"
"34856391","[""Canada"", ""China"", ""Georgia""]","[""Web""], [""text""]","[""Web""]","[""text""]"
"34858824","[""Canada"", ""Italy"", ""United Kingdom""]","[""Otolaryngology-Head and Neck Surgery""], {""modality1"": null, ""modality2"": null}","[""Otolaryngology-Head and Neck Surgery""]","{""modality1"": null, ""modality2"": null}"
"34862541","[""Canada"", ""Germany"", ""Slovenia"", ""Switzerland""]","[""Neuroimaging""], [""MRI"", ""CT""]","[""Neuroimaging""]","[""MRI"", ""CT""]"
"34863649","[""Canada"", ""Netherlands"", ""New Zealand"", ""Singapore"", ""Taiwan"", ""United States""]","[""ECG"", ""Imaging""], [""echocardiogram"", ""ECG""]","[""ECG"", ""Imaging""]","[""echocardiogram"", ""ECG""]"
"34864143","[""Canada""]","[""Text""], [""Structured Numeric Data"", ""Categorical Data"", ""Unstructured Text Data""]","[""Text""]","[""Structured Numeric Data"", ""Categorical Data"", ""Unstructured Text Data""]"
"34864679","[""Canada"", ""Iran"", ""United States""]",NULL,"[""Demographic"", ""Genetic"", ""Neuropsychiatric"", ""Neuroimaging""]",NULL
"34867950","[""Canada"", ""Germany""]","[""SOMAscan platform""], [""Proteomics""]","[""SOMAscan platform""]","[""Proteomics""]"
"34869483","[""Canada"", ""Iran"", ""Spain""]","[""symptoms"", ""blood biomarkers"", ""chest CT scan""], [""symptoms and signs"", ""blood biomarkers""]","[""symptoms"", ""blood biomarkers"", ""chest CT scan""]","[""symptoms and signs"", ""blood biomarkers""]"
"34871837","[""Canada"", ""China""]","[""Electrocardiogram""], [""ECG images""]","[""Electrocardiogram""]","[""ECG images""]"
"34871982","[""Canada""]","[""Radiology reports"", ""ICD-10 codes""], [""Computed Tomography (CT)"", ""Extremity compression ultrasound (US)"", ""Nuclear ventilation-perfusion (VQ) scans""]","[""Radiology reports"", ""ICD-10 codes""]","[""Computed Tomography (CT)"", ""Extremity compression ultrasound (US)"", ""Nuclear ventilation-perfusion (VQ) scans""]"
"34878526","[""Australia"", ""Canada"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""interview schedule"", ""machine learning algorithm""]"
"34880311","[""Canada"", ""Iraq""]","[""Image""], [""Image""]","[""Image""]","[""Image""]"
"34880856","[""Canada"", ""Sri Lanka"", ""Vietnam""]",NULL,NULL,"[""Biological""]"
"34887449","[""Canada"", ""China""]","[""RNA""], [""retina"", ""heart""]","[""RNA""]","[""retina"", ""heart""]"
"34887739","[""Canada""]","[""EEG"", ""EMG""], [""EEG"", ""EMG""]","[""EEG"", ""EMG""]","[""EEG"", ""EMG""]"
"34889978","[""Belgium"", ""Canada"", ""France"", ""Germany"", ""Italy"", ""Sweden"", ""United Kingdom""]","[""Medical""], [{""ForeName"": ""Simone"", ""Initials"": ""S"", ""LastName"": ""Furini""}]","[""Medical""]","[{""ForeName"": ""Simone"", ""Initials"": ""S"", ""LastName"": ""Furini""}]"
"34893776","[""Canada""]","[""chest radiographs""], [""chest X-ray"", ""medical imaging""]","[""chest radiographs""]","[""chest X-ray"", ""medical imaging""]"
"34898324","[""Canada""]",NULL,NULL,NULL
"34898544","[""Canada"", ""United Kingdom""]","[""Digital Pathology Imaging""], [""Image"", ""Text""]","[""Digital Pathology Imaging""]","[""Image"", ""Text""]"
"34899212","[""Canada"", ""Greece""]","[""EEG""], [""EEG""]","[""EEG""]","[""EEG""]"
"34899827","[""Canada"", ""Iran"", ""Sweden"", ""Turkey""]",NULL,"[""miRNA""]",NULL
"34909565","[""Canada""]",NULL,NULL,"[""Neuroimaging""]"
"34929344","[""Canada"", ""India""]","[""Functional magnetic resonance imaging""], Imaging, machine learning","[""Functional magnetic resonance imaging""]","Imaging, machine learning"
"34916084","[""Canada"", ""Italy"", ""United Kingdom""]",NULL,NULL,"[""Image"", ""Other""]"
"34917694","[""Canada"", ""Pakistan""]","[""Chest Radiograph""], [""Chest radiograph""]","[""Chest Radiograph""]","[""Chest radiograph""]"
"34919072","[""Canada""]","[""Open Magnetic Resonance Images"", ""Regions of Interest (ROIs)""], [""Spinal Muscles""]","[""Open Magnetic Resonance Images"", ""Regions of Interest (ROIs)""]","[""Spinal Muscles""]"
"34920543","[""Brazil"", ""Canada"", ""China"", ""Korea, Republic of"", ""Kuwait"", ""Mexico"", ""Philippines"", ""Saudi Arabia"", ""Sweden"", ""Taiwan"", ""United States""]",NULL,NULL,"[""text"", ""image""]"
"34921162","[""Argentina"", ""Canada"", ""Germany"", ""United States""]","[""Electrocardiogram""], [""Maternal abdominal electrocardiograms"", ""Fetal ECG""]","[""Electrocardiogram""]","[""Maternal abdominal electrocardiograms"", ""Fetal ECG""]"
"34921746","[""Canada"", ""Germany""]","[""Functional MRI"", ""Neurofeedback""], [""fMRI"", ""EEG""]","[""Functional MRI"", ""Neurofeedback""]","[""fMRI"", ""EEG""]"
"34923280","[""Canada""]","[""Audio""], [""audio"", ""spectrograms""]","[""Audio""]","[""audio"", ""spectrograms""]"
"34927450","[""Canada""]","[""Magnetic resonance imaging""], [""Imaging""]","[""Magnetic resonance imaging""]","[""Imaging""]"
"34936195","[""Canada""]","[""Dosimetry""], [""Dosimetry"", ""Radiation therapy""]","[""Dosimetry""]","[""Dosimetry"", ""Radiation therapy""]"
"34936894","[""Canada""]","[""Administrative data""], [""administrative""]","[""Administrative data""]","[""administrative""]"
"34937750","[""Canada"", ""France"", ""Germany"", ""Switzerland"", ""United States""]","[""upper limb Fugl-Meyer (FM) scores""], [""upper limb Fugl-Meyer (FM) scores""]","[""upper limb Fugl-Meyer (FM) scores""]","[""upper limb Fugl-Meyer (FM) scores""]"
"34938605","[""Canada"", ""China""]","[""DNA methylation""], [""DNA methylation"", ""machine learning""]","[""DNA methylation""]","[""DNA methylation"", ""machine learning""]"
"34949699","[""Canada"", ""Germany""]","[""CT""], [""computed tomography""]","[""CT""]","[""computed tomography""]"
"34950616","[""Canada""]",NULL,"[""NICU patient data""]",NULL
"34953074","[""Canada"", ""France"", ""Switzerland"", ""United States""]","[""HR-pQCT""], [""Computed Tomography""]","[""HR-pQCT""]","[""Computed Tomography""]"
"34953160","[""Canada""]",NULL,NULL,NULL
"34954633","[""Canada""]","[""brain gene expression microarray data""], [""microarray"", ""machine learning""]","[""brain gene expression microarray data""]","[""microarray"", ""machine learning""]"
"34957914","[""Canada"", ""Germany""]","[""Medical Imaging"", ""Clinical Outcomes""], [""Text""]","[""Medical Imaging"", ""Clinical Outcomes""]","[""Text""]"
"35101728","[""Canada"", ""United States""]","[""multi-modal""], [""image"", ""multi-modal""]","[""multi-modal""]","[""image"", ""multi-modal""]"
"34966902","[""Canada""]","[""EEG""], [""EEG signals""]","[""EEG""]","[""EEG signals""]"
"34967848","[""Australia"", ""Azerbaijan"", ""Bangladesh"", ""Benin"", ""Botswana"", ""Brazil"", ""Brunei"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Croatia"", ""Denmark"", ""Egypt"", ""Estonia"", ""Ethiopia"", ""Faroe Islands"", ""Finland"", ""France"", ""Gambia"", ""Georgia"", ""Germany"", ""Ghana"", ""Greece"", ""Guatemala"", ""Guyana"", ""Hong Kong"", ""Hungary"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Italy"", ""Japan"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kuwait"", ""Libya"", ""Malaysia"", ""Mexico"", ""Micronesia"", ""Mongolia"", ""Morocco"", ""Nepal"", ""Netherlands"", ""New Zealand"", ""Nigeria"", ""Norway"", ""Oman"", ""Pakistan"", ""Panama"", ""Peru"", ""Philippines"", ""Poland"", ""Portugal"", ""Qatar"", ""Romania"", ""Russia"", ""Saudi Arabia"", ""Serbia"", ""South Africa"", ""South Korea"", ""Spain"", ""Sri Lanka"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Thailand"", ""Tunisia"", ""Turkey"", ""Uganda"", ""Ukraine"", ""United Arab Emirates"", ""United Kingdom"", ""United States"", ""Uzbekistan"", ""Vietnam"", ""Yemen""]",NULL,NULL,"[""text"", ""image""]"
"34971918","[""Canada""]",NULL,NULL,"[""Machine Learning""]"
"34972694","[""Canada""]",NULL,NULL,"[""bedside care""]"
"34977072","[""Canada""]",NULL,NULL,NULL
"34978635","[""Canada""]","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"34979435","[""Canada"", ""United States""]","[""Histopathology""], Images","[""Histopathology""]","Images"
"34983017","[""Canada""]","[""skin image""], [""images""]","[""skin image""]","[""images""]"
"35033305","[""Canada""]","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"34992127","[""Canada"", ""Korea, Republic of"", ""Turkey""]","[""MRI""], [""MRI"", ""T1-weighted imaging""]","[""MRI""]","[""MRI"", ""T1-weighted imaging""]"
"34996927","[""Canada""]","[""RNA-Seq""], [""gene expression patterns""]","[""RNA-Seq""]","[""gene expression patterns""]"
"34997373","[""Brazil"", ""Canada"", ""United States""]","[""MRI"", ""ESR"", ""CRP""], [""MRI""]","[""MRI"", ""ESR"", ""CRP""]","[""MRI""]"
"35002915","[""Canada"", ""Italy"", ""Spain"", ""United States""]","[""Video""], [""Video"", ""Inertial measurement units""]","[""Video""]","[""Video"", ""Inertial measurement units""]"
"35006495","[""Canada"", ""United States""]","[""Chest radiographs""], [""chest radiographs""]","[""Chest radiographs""]","[""chest radiographs""]"
"35007286","[""Canada""]","[""English Longitudinal Study of Aging (ELSA) data""], [""health variables"", ""demographic, lifestyle, and medical background information""]","[""English Longitudinal Study of Aging (ELSA) data""]","[""health variables"", ""demographic, lifestyle, and medical background information""]"
"35007352","[""Canada"", ""United States""]","[""Hematoxylin and eosin""], [{""Modality"": ""Whole Slide Images (WSIs)""}, {""Modality"": ""Hematoxylin and Eosin-stained images""}]","[""Hematoxylin and eosin""]","[{""Modality"": ""Whole Slide Images (WSIs)""}, {""Modality"": ""Hematoxylin and Eosin-stained images""}]"
"35009639","[""Austria"", ""Canada"", ""Germany"", ""Italy""]","[""EEG""], [{""Modality"": ""EEG"", ""Description"": ""Electroencephalography""}, {""Modality"": ""VR"", ""Description"": ""Virtual reality""}]","[""EEG""]","[{""Modality"": ""EEG"", ""Description"": ""Electroencephalography""}, {""Modality"": ""VR"", ""Description"": ""Virtual reality""}]"
"35013227","[""Canada"", ""Hungary""]","[""Proteomics""], [""Proteomics""]","[""Proteomics""]","[""Proteomics""]"
"35017538","[""Canada"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality1"": ""nuclear and mitochondrial somatic mutational landscape""}, {""modality2"": ""tumour-types""}]"
"35018791","[""Canada""]","[""Brain Connectivity"", ""Structural and Functional Connectomes""], [""diffusion weighted"", ""resting state functional magnetic resonance imaging""]","[""Brain Connectivity"", ""Structural and Functional Connectomes""]","[""diffusion weighted"", ""resting state functional magnetic resonance imaging""]"
"35019849","[""Canada""]","[""Text""], [{""ModalityType"": ""Text""}]","[""Text""]","[{""ModalityType"": ""Text""}]"
"35021305","[""Canada"", ""United States""]","[""Clinical"", ""Hormonal"", ""Semen Analysis""], [""hormonal"", ""clinical"", ""semen analysis""]","[""Clinical"", ""Hormonal"", ""Semen Analysis""]","[""hormonal"", ""clinical"", ""semen analysis""]"
"35025073","[""Canada"", ""United States""]","[""Computed Tomography""], [""Image""]","[""Computed Tomography""]","[""Image""]"
"35025756","[""Canada"", ""United States""]","[""Email"", ""Internet""], [""self-reported data""]","[""Email"", ""Internet""]","[""self-reported data""]"
"35026177","[""Canada"", ""France"", ""Ireland"", ""Italy"", ""United States""]","[""Hospital Medicine"", ""Pulmonary"", ""Critical Care""], []","[""Hospital Medicine"", ""Pulmonary"", ""Critical Care""]","[]"
"35027333","[""Australia"", ""Canada"", ""Colombia"", ""Netherlands""]","[""RNA-sequencing"", ""Proteomics""], [{""Modality"": ""Clinical Data""}]","[""RNA-sequencing"", ""Proteomics""]","[{""Modality"": ""Clinical Data""}]"
"35027755","[""Canada"", ""Finland"", ""Georgia"", ""Netherlands"", ""Sweden"", ""United States""]","[""Image""], [{""count"": null, ""modality"": ""image""}, {""count"": null, ""modality"": ""text""}]","[""Image""]","[{""count"": null, ""modality"": ""image""}, {""count"": null, ""modality"": ""text""}]"
"35030208","[""Canada"", ""United States""]","[], [""Text"", ""Questionnaire""]","[]","[""Text"", ""Questionnaire""]"
"35034778","[""Canada""]","[""Computer Science"", ""Pediatrics"", ""Pathology and Laboratory Medicine"", ""Clinical Neurological Sciences"", ""Physiology and Pharmacology""], [""text"", ""image""]","[""Computer Science"", ""Pediatrics"", ""Pathology and Laboratory Medicine"", ""Clinical Neurological Sciences"", ""Physiology and Pharmacology""]","[""text"", ""image""]"
"35039069","[""Canada"", ""Italy"", ""Netherlands"", ""United States""]",NULL,NULL,"[""Text"", ""Survival Data""]"
"35048041","[""Canada""]","[""oral""], [""visual analytics"", ""clinical presentation""]","[""oral""]","[""visual analytics"", ""clinical presentation""]"
"35048782","[""Canada"", ""Turkey""]",NULL,NULL,NULL
"35054194","[""Canada""]","[""CXR images""], [""Images""]","[""CXR images""]","[""Images""]"
"35056931","[""Canada"", ""Iran"", ""United States""]","[""Computational Modeling"", ""Finite Element Method""], [""temperature-sensitive liposomes"", ""magnetic hyperthermia""]","[""Computational Modeling"", ""Finite Element Method""]","[""temperature-sensitive liposomes"", ""magnetic hyperthermia""]"
"35058354","[""Canada"", ""United States""]","[""genomics"", ""histology""], [""mRNA measurements""]","[""genomics"", ""histology""]","[""mRNA measurements""]"
"35058431","[""Canada"", ""Japan""]","[""structural brain MRI findings""], [""MRI"", ""T1-weighted images""]","[""structural brain MRI findings""]","[""MRI"", ""T1-weighted images""]"
"35062167","[""Canada""]",NULL,NULL,NULL
"35063339","[""Canada"", ""Spain""]","[""Echocardiographic"", ""Doppler velocity"", ""Age"", ""Body surface area""], [""Doppler velocity traces"", ""Regional longitudinal strain""]","[""Echocardiographic"", ""Doppler velocity"", ""Age"", ""Body surface area""]","[""Doppler velocity traces"", ""Regional longitudinal strain""]"
"35063866","[""Canada"", ""France""]","[""speech""], {""speech"": true, ""eye_movement_sleep_behavior"": true}","[""speech""]","{""speech"": true, ""eye_movement_sleep_behavior"": true}"
"35066631","[""Canada"", ""France""]","[""CT""], {""CT images"": true, ""Histopathology"": true}","[""CT""]","{""CT images"": true, ""Histopathology"": true}"
"35072145","[""Canada""]",NULL,NULL,"[]"
"35074702","[""Canada""]",NULL,"[""Functional MRI""]",NULL
"35099942","[""Canada"", ""China"", ""United Kingdom"", ""United States""]",NULL,"[""Serum Metabolic Fingerprints""]",NULL
"35077592","[""Canada"", ""France"", ""United States""]","[""laboratory"", ""echocardiographic""], [{""type"": ""Physiological""}]","[""laboratory"", ""echocardiographic""]","[{""type"": ""Physiological""}]"
